,,,,,,,,,
Anzahl,GUID,NameDeutsch,DCL,ItemTyp,ausgerüstet in,Beeinflusst Gebäude,Buffs,Expedition,Seltenheit
0,191318,Parfümeurin Prunella,,GuildhouseItem,, Siederei ,Produkt ersetzen(Talg => Holz) Attraktivität(-100) ,Expedition: Weiblich Geschick (40) Heilkunst (20) ,Episch
0,191315,Kerzenmacher,,GuildhouseItem,, Siederei ,Unterhaltskosten(-20%) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,191319,"Hervè Savonne, Erfinder der Zahnpasta",,GuildhouseItem,, Siederei ,Produktion(50%) Zusatzprodukte:  Dynamit(3) Arbeitskräfte(-50%) ,Expedition: Männlich Geschick (50) Heilkunst (30) ,Legendär
0,191317,Herbalhygieniker,,GuildhouseItem,, Siederei ,Produktion(30%) Unterhaltskosten(-60%) ,Expedition: Männlich Geschick (30) Heilkunst (10) ,Selten
0,191316,Seifensiederin,,GuildhouseItem,, Siederei  Schweinezucht  Wasenmeisterei ,Produktion(20%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,190849,Schmelzpunkt-bestimmungs-apparat nach Thielmann,,GuildhouseItem,, Siederei  Wasenmeisterei  Dynamitfabrik  Hacienda-Düngerwerk  Arsenal: Medizin  Chemiefabrik: Filmrollen ,Produktion(50%) ,,Episch
0,190848,Schmelzpunkt-bestimmungs-apparat,,GuildhouseItem,, Siederei  Wasenmeisterei  Dynamitfabrik  Hacienda-Düngerwerk  Arsenal: Medizin  Chemiefabrik: Filmrollen ,Produktion(35%) ,,Selten
0,190847,Quecksilber-thermometer,,GuildhouseItem,, Siederei  Wasenmeisterei  Dynamitfabrik  Hacienda-Düngerwerk  Arsenal: Medizin  Chemiefabrik: Filmrollen ,Produktion(25%) ,,Ungewöhnlich
0,190699,Kesselmacher,,GuildhouseItem,, Stahlwerk ,Unterhaltskosten(-30%) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,190701,Eisengießer,,GuildhouseItem,, Stahlwerk  Eisenmine  Kohlemine  Köhlerei  Hochofen ,Produktion(20%) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,190705,"Henri Zanchi, Mann des Stahls",,GuildhouseItem,, Stahlwerk  Kanonengießerei  Geschützfabrik ,Produktion(50%) Attraktivität(-50) Unterhaltskosten(-75%) Arbeitskräfte(-25%) ,Expedition: Männlich Geschick (50) Kampfkraft (15) PerkMilitaryShip ,Legendär
0,190703,Stahläugiger Stahlschmied,,GuildhouseItem,, Stahlwerk  Kanonengießerei  Geschützfabrik ,Produktion(30%) Attraktivität(-50) Unterhaltskosten(50%) ,Expedition: Männlich Geschick (30) Kampfkraft (10) ,Selten
0,190704,Meisterin der Schmieden,,GuildhouseItem,, Stahlwerk  Kanonengießerei  Geschützfabrik  Aluminiumschmelzhütte ,Produktion(40%) Arbeitskräfte(-25%) ,Expedition: Weiblich Geschick (40) Kampfkraft (10) ,Episch
0,190936,Gekreuztes Tabaksaatgut,,GuildhouseItem,, Tabakplantage ,Produktion(25%) Fruchtbarkeit bereitgestellt(Tabak--Fruchtbarkeit) ,,Episch
0,190935,Qualitäts-Tabaksaatgut,,GuildhouseItem,, Tabakplantage ,Fruchtbarkeit bereitgestellt(Tabak--Fruchtbarkeit) ,,Selten
0,190934,Tabaksaatgut,,GuildhouseItem,, Tabakplantage ,Produktion(-15%) Fruchtbarkeit bereitgestellt(Tabak--Fruchtbarkeit) ,,Ungewöhnlich
0,125118,Tee-Experte,Land of Lions,GuildhouseItem,, Teewürzerei ,Produktion(20%) Produkt ersetzen(Hibiskusblüten => Leinsamen) ,Expedition: Weiblich Redegabe (10) Geschick (20) ,Selten
0,125128,Magan der Handwerksmeister,Land of Lions,GuildhouseItem,, Teppichknüpferei  Keramikwerkstatt ,Produktion(40%) Ersatzarbeitskräfte(Hirten-Arbeitskräfte) ,Expedition: Männlich Geschick (50) ,Episch
0,125126,Gewissenhafter Handwerker,Land of Lions,GuildhouseItem,, Teppichknüpferei  Keramikwerkstatt  Pfeifenmacherei ,Brandgefahr(-60%) ,Expedition: Männlich Geschick (15) Heilkunst (5) ,Ungewöhnlich
0,191402,"Tlayolotl Savor, Maiskönig",,GuildhouseItem,, Tortilla--Bäckerei ,Produktion(50%) Zusatzprodukte:  Gebackene Bananen(3) Produkt ersetzen(Mais => Bananen) ,Expedition: Männlich Heilkunst (25) Redegabe (25) Sprachkundiger ,Legendär
0,191386,Mole-Meister,,GuildhouseItem,, Tortilla--Bäckerei ,Produktion(30%) Produkt ersetzen(Rindfleisch => Fischöl) ,Expedition: Männlich Heilkunst (15) ,Selten
0,191387,Kantyi von der Quinoa,,GuildhouseItem,, Tortilla--Bäckerei  Jalea-Küche ,Arbeitskräfte(-40%) Ersatzarbeitskräfte(Jornalero--Arbeitskraft) ,Expedition: Weiblich Heilkunst (20) ,Episch
0,191385,Tortillera,,GuildhouseItem,, Tortilla--Bäckerei  Jalea-Küche ,Unterhaltskosten(-40%) ,Expedition: Weiblich Heilkunst (10) ,Ungewöhnlich
0,191396,Küchenhilfe,,GuildhouseItem,, Tortilla--Bäckerei  Rinderfarm  Maisplantage ,Produktion(10%) ,Expedition: Weiblich Heilkunst (5) ,Gewöhnlich
0,125050,Berkeley-Fleischschneider,Land of Lions,GuildhouseItem,, Trockenhaus ,Produktion(40%) Arbeitskräfte(-35%) ,Expedition: Kampfkraft (15) ,Episch
0,125049,Trockenkammer,Land of Lions,GuildhouseItem,, Trockenhaus ,Produktion(35%) ,,Selten
0,125048,Fleisch-Guillotine,Land of Lions,GuildhouseItem,, Trockenhaus ,Produktion(25%) Unterhaltskosten(20%) ,Expedition: Geschick (5) ,Ungewöhnlich
0,191323,Chronometrikerin Chiara,,GuildhouseItem,, Uhrenwerkstatt ,Produkt ersetzen(Goldbarren => Messing) Unterhaltskosten(-40%) ,Expedition: Weiblich Geschick (40) ,Episch
0,191320,Taschenuhrmacher,,GuildhouseItem,, Uhrenwerkstatt ,Arbeitskräfte(-10%) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,191324,"Hans Klein, der alte Großvater Zeit",,GuildhouseItem,, Uhrenwerkstatt ,Produktion(50%) Zusatzprodukte:  Schmuck(3) Ersatzarbeitskräfte(Arbeiter--Arbeitskraft) ,Expedition: Männlich Geschick (50) Hypnotiseur ,Legendär
0,191322,Präzisionshorologin,,GuildhouseItem,, Uhrenwerkstatt ,Produktion(30%) Unterhaltskosten(-30%) ,Expedition: Weiblich Geschick (30) ,Selten
0,191321,Uhrmacher,,GuildhouseItem,, Uhrenwerkstatt ,Unterhaltskosten(-20%) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,113799,"Susannah Brightwoman, bringt Licht ins Dunkel",SunkenTreasure,GuildhouseItem,, Uhrenwerkstatt  Goldschmiede ,Zusatzprodukte:  Goldbarren(5) Attraktivität(8) ,Expedition: Weiblich Geschick (50) ,Legendär
0,190900,Uhrmacherlupe,,GuildhouseItem,, Uhrenwerkstatt  Goldschmiede  Brillenfabrik  Bombenfabrik  Seeminenfabrik  Bombenfabrik  Seeminenfabrik ,Produktion(40%) Unterhaltskosten(-10%) ,Expedition: Geschick (20) ,Episch
0,190899,Vergrößerungsglas,,GuildhouseItem,, Uhrenwerkstatt  Goldschmiede  Brillenfabrik  Bombenfabrik  Seeminenfabrik  Bombenfabrik  Seeminenfabrik ,Produktion(35%) ,Expedition: Geschick (15) ,Selten
0,190898,Vergrößernde Brille,,GuildhouseItem,, Uhrenwerkstatt  Goldschmiede  Brillenfabrik  Bombenfabrik  Seeminenfabrik  Bombenfabrik  Seeminenfabrik ,Produktion(25%) ,Expedition: Geschick (10) ,Ungewöhnlich
0,125053,Biniams Schleusentor,Land of Lions,GuildhouseItem,, Wasserpumpe ,Unterhaltskosten(-50%) Bewässerungskapazität(30) ,,Episch
0,125052,Fortschrittliches Schleusentor,Land of Lions,GuildhouseItem,, Wasserpumpe ,Unterhaltskosten(-30%) Bewässerungskapazität(25) ,,Selten
0,125051,Schleuse,Land of Lions,GuildhouseItem,, Wasserpumpe ,Bewässerungskapazität(20) ,,Ungewöhnlich
0,125122,"Aaden Issack, weltberühmter enbesanischer Spitzenkoch",Land of Lions,GuildhouseItem,, Wat-Küche ,Zusatzprodukte:  Trockenfleisch(5) Produkt ersetzen(Hummer => Sanga-Kühe) Unterhaltskosten(-50%) ,Expedition: Männlich Redegabe (55) Heilkunst (20) ,Legendär
0,191327,CouturiÃ¨re,,GuildhouseItem,, Weberei ,Zusatzprodukte:  Segel(4) Arbeitskräfte(-30%) ,Expedition: Weiblich Geschick (25) ,Selten
0,191325,Weberin,,GuildhouseItem,, Weberei  Schäferei  Leinenweberei  Stickerei ,Produktion(10%) ,Expedition: Weiblich Geschick (5) ,Gewöhnlich
0,191329,"Lady Jane Smythe, Königin der Haute Couture",,GuildhouseItem,, Weberei  Schneiderei  Kostümhändler ,Produktion(50%) Zusatzprodukte:  Ponchos(6) Melonen(6) Attraktivität(8) ,Expedition: Weiblich Geschick (45) Redegabe (25) Anthropologe ,Legendär
0,191328,Lily die Modeschöpferin,,GuildhouseItem,, Weberei  Schneiderei  Schneidergeschäft ,Zusatzprodukte:  Ponchos(4) Arbeitskräfte(-40%) ,Expedition: Weiblich Geschick (35) Heilkunst (25) ,Episch
0,191326,Schneiderin,,GuildhouseItem,, Weberei  Stickerei  Schneidergeschäft  Kostümhändler ,Unterhaltskosten(-50%) ,Expedition: Weiblich Geschick (15) ,Ungewöhnlich
0,190927,Gekreuzte Weinreben,,GuildhouseItem,, Weinberg ,Produktion(25%) Fruchtbarkeit bereitgestellt(Trauben--Fruchtbarkeit) ,,Episch
0,190753,Winzerin,,GuildhouseItem,, Weinberg ,Produktion(10%) ,Expedition: Weiblich Geschick (10) ,Gewöhnlich
0,190926,Qualitäts-Weinreben,,GuildhouseItem,, Weinberg ,Fruchtbarkeit bereitgestellt(Trauben--Fruchtbarkeit) ,,Selten
0,190754,Weinbauer,,GuildhouseItem,, Weinberg ,Unterhaltskosten(-25%) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,190925,Weinreben,,GuildhouseItem,, Weinberg ,Produktion(-15%) Fruchtbarkeit bereitgestellt(Trauben--Fruchtbarkeit) ,,Ungewöhnlich
0,191465,"Francois Thorne, Magnat der Bauindustrie",,GuildhouseItem,, Ziegelei  Betonwerk ,Produktion(50%) Zusatzprodukte:  Holzfurnier(2) Attraktivität(8) Ersatzarbeitskräfte(Bauern--Arbeitskaft) ,Expedition: Männlich Geschick (50) Kampfkraft (15) ,Legendär
0,125112,Weiden-Expertin,Land of Lions,GuildhouseItem,, Ziegenfarm  Sanga-Farm ,Produktion(10%) Zusatzprodukte:  Ziegenmilch(4) ,Expedition: Weiblich Jagdglück (10) ,Ungewöhnlich
0,190642,Torcedor Lucia,,GuildhouseItem,, Zigarren--Manufaktur ,Produktion(40%) Produkt ersetzen(Holzfurnier => Bretter) ,Expedition: Weiblich Geschick (40) Heilkunst (10) ,Episch
0,190643,"Victor Perfecto, Vater der Zigarren",,GuildhouseItem,, Zigarren--Manufaktur ,Attraktivität(7) Unterhaltskosten(-100%) Ersatzarbeitskräfte(Jornalero--Arbeitskraft) ,Expedition: Männlich Geschick (50) Jagdglück (20) ,Legendär
0,190641,Zigarrenkenner,,GuildhouseItem,, Zigarren--Manufaktur ,Produktion(30%) Arbeitskräfte(-30%) ,Expedition: Männlich Geschick (30) ,Selten
0,190640,Tabakblender,,GuildhouseItem,, Zigarren--Manufaktur ,Unterhaltskosten(-30%) ,Expedition: Männlich Geschick (20) ,Ungewöhnlich
0,190639,Roller,,GuildhouseItem,, Zigarren--Manufaktur  Holzfällerhütte  Kunstschreinerei  Tabakplantage ,Produktion(10%) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,190845,Mahlmaschine Lovelyman,,GuildhouseItem,, Zigarren--Manufaktur  Mühle  Tef-Mühle  Papiermühle ,Produktion(40%) Arbeitskräfte(-50%) ,,Episch
0,190844,Burrstein,,GuildhouseItem,, Zigarren--Manufaktur  Mühle  Tef-Mühle  Papiermühle ,Produktion(35%) Arbeitskräfte(-25%) ,,Selten
0,190843,Mühlstein,,GuildhouseItem,, Zigarren--Manufaktur  Mühle  Tef-Mühle  Papiermühle ,Produktion(25%) ,,Ungewöhnlich
0,8355,"Salvador, der Standhafte",New World Rising,GuildhouseItem,, Zigarren--Manufaktur  Schokoladenfabrik  Kaffeerösterei  All New World Chemical Plants ,Produktion(100%) Zusatzprodukte: (3) Unterhaltskosten(185%) Arbeitskräfte(25%) Ersatzarbeitskräfte(Artista-Arbeitskräfte) ,Expedition: Männlich Redegabe (12) ,Episch
0,190933,Gekreuzte Zuckerrohrsetzlinge,,GuildhouseItem,, Zuckerrohrplantage  Hacienda- Zuckerrohrplantage ,Produktion(25%) Fruchtbarkeit bereitgestellt(Zuckerrohr--Fruchtbarkeit) ,,Episch
0,190932,Qualitäts-Zuckerrohrsetzlinge,,GuildhouseItem,, Zuckerrohrplantage  Hacienda- Zuckerrohrplantage ,Fruchtbarkeit bereitgestellt(Zuckerrohr--Fruchtbarkeit) ,,Selten
0,190931,Zuckerrohrsetzlinge,,GuildhouseItem,, Zuckerrohrplantage  Hacienda- Zuckerrohrplantage ,Produktion(-15%) Fruchtbarkeit bereitgestellt(Zuckerrohr--Fruchtbarkeit) ,,Ungewöhnlich
0,190685,Erntearbeiter,,GuildhouseItem,, Zuckerrohrplantage  Tabakplantage  Maisplantage  Hacienda- Maisplantage  Hacienda- Zuckerrohrplantage ,Produktion(7%) ,Expedition: Männlich Geschick (10) ,Gewöhnlich
0,190689,Bodenkundler,,GuildhouseItem,, Zuckerrohrplantage  Tabakplantage  Maisplantage  Hacienda- Zuckerrohrplantage  Hacienda- Maisplantage ,Produktion(15%) Zusatzprodukte:  Kakao(5) ,Expedition: Männlich Geschick (30) ,Selten
0,190687,Ackerbäuerin,,GuildhouseItem,, Zuckerrohrplantage  Tabakplantage  Maisplantage  Hacienda- Zuckerrohrplantage  Hacienda- Maisplantage  Kräutergarten  Orchideenzuchtbetrieb ,Produktion(12%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,190691,Mrs. Brown die Landwirtin,,GuildhouseItem,, Zuckerrohrplantage  Tabakplantage  Maisplantage  Hacienda- Zuckerrohrplantage  Hacienda- Maisplantage  Orchideenzuchtbetrieb ,Produktion(20%) Zusatzprodukte:  Kakao(11) Kautschuk(12) Baumwolle(13) ,Expedition: Weiblich Geschick (40) ,Episch
0,24077,Botanikerin,,GuildhouseItem,,,,,Selten
0,24068,Baumpfleger,,GuildhouseItem,,,,,Ungewöhnlich
,,,,,,,,,
,Quartier Arktis Items,,,,,,,,
0,116160,Spieluhr,The Passage,GuildhouseItem,Quartier, Alle arktischen Produktionsgebäude ,Produktion(20%) ,Expedition: Redegabe (25) ,Selten
0,116167,Unverwüstliche Gaspumpe,The Passage,GuildhouseItem,Quartier, Arktis-Gasförderstätte ,Produktion(40%) Zusatzprodukte:  Zink(2) Kupfer(2) ,Expedition: Geschick (25) ,Legendär
0,116133,"Arnarunn, die Nahtlose",The Passage,GuildhouseItem,Quartier, Entdecker--Behausung  Techniker--Behausung ,Risiko ArktisGrippe(-40%) Bedürfnis-Bonus(Schlafsäcke(-30) ,Expedition: Weiblich Geschick (40) Glaube (20) ,Episch
0,116161,Freiluftgrill,The Passage,GuildhouseItem,Quartier, Entdecker--Behausung  Techniker--Behausung ,Risiko ArktisGrippe(-40%) Bedürfnis-Bonus(Pemmikan(-30) ,Expedition: Geschick (10) ,Episch
0,116151,Robuster Freiluftkoch,The Passage,GuildhouseItem,Quartier, Entdecker--Behausung  Techniker--Behausung ,Bedürfnis-Bonus(Pemmikan(-30) ,Expedition: Weiblich Heilkunst (30) Redegabe (10) ,Selten
0,116158,Heizung,The Passage,GuildhouseItem,Quartier, Entdecker--Behausung  Techniker--Behausung ,Risiko ArktisGrippe(-30%) Arbeitskräfte(15%) ,Expedition: Heilkunst (15) ,Selten
0,116098,Elfenbein-Iggaak,The Passage,GuildhouseItem,Quartier, Gänsefarm  Huskyfarm ,Produktion(60%) Anzahl Module(35%) ,Expedition: Jagdglück (35) ,Episch
0,116144,"Taliriktug, die Huskyflüsterin",The Passage,GuildhouseItem,Quartier, Gänsefarm  Huskyfarm ,Produktion(40%) Zusatzprodukte:  Rentierfleisch(6) ,Expedition: Weiblich Geschick (40) Glaube (20) ,Episch
0,116097,Geweih-Iggaak,The Passage,GuildhouseItem,Quartier, Gänsefarm  Huskyfarm ,Unterhaltskosten(-25%) ,Expedition: Jagdglück (25) ,Selten
0,116143,Cleverer Hundezüchter,The Passage,GuildhouseItem,Quartier, Gänsefarm  Huskyfarm ,Unterhaltskosten(-15%) Arbeitskräfte(-50%) ,Expedition: Weiblich Heilkunst (30) Redegabe (10) ,Selten
0,116096,Treibholz-Iggaak,The Passage,GuildhouseItem,Quartier, Gänsefarm  Huskyfarm ,Produktion(25%) Unterhaltskosten(25%) ,Expedition: Jagdglück (15) ,Ungewöhnlich
0,116142,Hundezüchter,The Passage,GuildhouseItem,Quartier, Gänsefarm  Huskyfarm ,Produktion(20%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,116163,Knisternde Batterie Nr. 2205,The Passage,GuildhouseItem,Quartier, Heizofen ,Produkt ersetzen(Kohle => Holz) ,Expedition: Geschick (35) ,Episch
0,116164,GlÃ¸gg-Spender,The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Köhlerei ,Produktion(50%) Zusatzprodukte:  Schnaps(5) ,Expedition: Kampfkraft (25) ,Legendär
0,116101,Knöcherne Dechsel,The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Sägewerk  Schlittenmanufaktur  Hundeschlitten--Station ,Produktion(40%) Arbeitskräfte(-50%) ,Expedition: Kampfkraft (35) ,Episch
0,116100,Hölzerne Dechsel,The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Sägewerk  Schlittenmanufaktur  Hundeschlitten--Station ,Produktion(35%) ,Expedition: Kampfkraft (25) ,Selten
0,116099,Ulu,The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Sägewerk  Schlittenmanufaktur  Hundeschlitten--Station ,Unterhaltskosten(-15%) ,Expedition: Kampfkraft (15) ,Ungewöhnlich
0,116153,"Naaqtuuq, die Schlittenbauerin",The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Schlittenmanufaktur  Hundeschlitten--Station ,Produktion(40%) Zusatzprodukte:  Bretter(2) ,Expedition: Weiblich Geschick (40) Glaube (20) ,Episch
0,116150,Scharfsinniger Schlittenbauer,The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Schlittenmanufaktur  Hundeschlitten--Station ,Produktion(25%) Arbeitskräfte(-30%) ,Expedition: Weiblich Heilkunst (30) Redegabe (10) ,Selten
0,116147,Schlittenbauer,The Passage,GuildhouseItem,Quartier, Holzfällerhütte  Schlittenmanufaktur  Hundeschlitten--Station ,Unterhaltskosten(-30%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,116162,Kerzenform aus Kupfer,The Passage,GuildhouseItem,Quartier, Öllampenfabrik ,Produktion(35%) Produkt ersetzen(Messing => Kupfer) ,Expedition: Geschick (35) ,Episch
0,116089,Inuinnaq-Tasche,The Passage,GuildhouseItem,Quartier, Parkaschneiderei  Schlafsackfabrik ,Produktion(40%) Unterhaltskosten(-35%) ,Expedition: Geschick (35) ,Episch
0,116088,Kaputaq-Ahle,The Passage,GuildhouseItem,Quartier, Parkaschneiderei  Schlafsackfabrik ,Arbeitskräfte(-40%) ,Expedition: Geschick (25) ,Selten
0,116132,Geübter Inuit-Näher,The Passage,GuildhouseItem,Quartier, Parkaschneiderei  Schlafsackfabrik ,Produktion(20%) Zusatzprodukte:  Robbenfelle(4) ,Expedition: Weiblich Heilkunst (30) Redegabe (10) ,Selten
0,116087,Tierhaut-Schaber,The Passage,GuildhouseItem,Quartier, Parkaschneiderei  Schlafsackfabrik ,Produktion(25%) Unterhaltskosten(25%) ,Expedition: Geschick (15) ,Ungewöhnlich
0,116130,Inuit-Näherin,The Passage,GuildhouseItem,Quartier, Parkaschneiderei  Schlafsackfabrik ,Unterhaltskosten(-20%) Arbeitskräfte(-30%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,116083,Elfenbein-Kudlik,The Passage,GuildhouseItem,Quartier, Pemmikan--Räucherei ,Produktion(40%) Unterhaltskosten(-35%) ,Expedition: Geschick (35) ,Episch
0,116154,"Sandro, der Küchenchef der Natur",The Passage,GuildhouseItem,Quartier, Pemmikan--Räucherei ,Zusatzprodukte:  Öllampen(7) Arbeitskräfte(-50%) ,Expedition: Weiblich Geschick (40) Glaube (20) ,Episch
0,116165,Die Konservendose für die Handtasche,The Passage,GuildhouseItem,Quartier, Pemmikan--Räucherei ,Zusatzprodukte:  Fleischkonserven(5) Arbeitskräfte(-50%) ,Expedition: Geschick (25) ,Legendär
0,116082,Speckstein-Kudlik,The Passage,GuildhouseItem,Quartier, Pemmikan--Räucherei ,Produktion(35%) ,Expedition: Geschick (25) ,Selten
0,116081,Lehm-Kudlik,The Passage,GuildhouseItem,Quartier, Pemmikan--Räucherei ,Unterhaltskosten(25%) Arbeitskräfte(-30%) ,Expedition: Geschick (15) ,Ungewöhnlich
0,116148,Freiluftkoch,The Passage,GuildhouseItem,Quartier, Pemmikan--Räucherei ,Arbeitskräfte(-40%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
0,4272,Wissenschaftliche Berichterstatterin aus der Arktis,The Passage,GuildhouseItem,Quartier, Postamt ,Zusatzprodukte:  Forschungsberichte über die Arktis(3) ,Expedition: Weiblich Redegabe (17) ,Episch
0,116159,Aspirin-Maschine,The Passage,GuildhouseItem,Quartier, Ranger Station ,Personal(1) Eingreiftempo(50%) ,Expedition: Heilkunst (35) ,Selten
0,116080,Bogen der Lnu,The Passage,GuildhouseItem,Quartier, Rentier--Jagdhütte  Bären--Jagdhütte ,benötigte Fläche(-15%) Unterhaltskosten(-100%) ,Expedition: Jagdglück (35) ,Episch
0,116079,Verstärkter Bogen,The Passage,GuildhouseItem,Quartier, Rentier--Jagdhütte  Bären--Jagdhütte ,Produktion(35%) ,Expedition: Jagdglück (25) ,Selten
0,116078,Pititsi,The Passage,GuildhouseItem,Quartier, Rentier--Jagdhütte  Bären--Jagdhütte ,Produktion(25%) Unterhaltskosten(25%) ,Expedition: Jagdglück (15) ,Ungewöhnlich
0,7225,Bait Specialist,The Passage,GuildhouseItem,Quartier, Rentier--Jagdhütte  Bären--Jagdhütte  Meisterhafte Jagdhütte ,Produktion(25%) Fruchtbarkeit bereitgestellt(Bären im Überfluss) Zusatzprodukte:  Bärenfell(3) Produkt nicht benötigt(Rindfleisch) Produkt ersetzen(Anbaufläche => Rindfleisch) Unterhaltskosten(150%) ,Expedition: Männlich Geschick (30) Glaube (5) Jagdglück (15) ,Episch
0,116071,Sakku,The Passage,GuildhouseItem,Quartier, Robbenfängerei ,Produktion(40%) Arbeitskräfte(-50%) ,Expedition: Jagdglück (35) ,Episch
0,116070,Unaaq,The Passage,GuildhouseItem,Quartier, Robbenfängerei ,Produktion(35%) ,Expedition: Jagdglück (25) ,Selten
0,116069,Nuyakpak,The Passage,GuildhouseItem,Quartier, Robbenfängerei ,Unterhaltskosten(-50%) ,Expedition: Jagdglück (15) ,Ungewöhnlich
0,116166,Beheizte Thermojacke mit extra Taschen,The Passage,GuildhouseItem,Quartier, Techniker--Behausung ,Risiko ArktisGrippe(-50%) Bedürfnis-Bonus(Parkas(-30) zusätzliche EW: Parkas: ,Expedition: Heilkunst (25) ,Legendär
0,116169,Nates geliebter Wasserkessel,The Passage,GuildhouseItem,Quartier, Techniker--Behausung ,Risiko ArktisGrippe(-50%) Bedürfnis-Bonus(Kaffee(-30) zusätzliche EW: Kaffee: ,Expedition: Geschick (15) ,Legendär
0,1772,Arktis-Gasexperte,Empire of the Skies,GuildhouseItem,Quartier, Tiefe Goldmine ,Produktion(-25%) Zusatzprodukte:  Arktis-Gas(1) Produkt nicht benötigt(Schmiermittel) Produkt ersetzen(Rohstoffvorkommen => Schmiermittel) Unterhaltskosten(75%) Arbeitskräfte(100%) ,Expedition: Weiblich Geschick (5) Kampfkraft (1) ,Episch
0,116043,Umiak,The Passage,GuildhouseItem,Quartier, Walfängerei ,Produktion(40%) Arbeitskräfte(-50%) ,Expedition: Jagdglück (35) ,Episch
0,116042,Qajaq,The Passage,GuildhouseItem,Quartier, Walfängerei ,Produktion(35%) ,Expedition: Jagdglück (25) ,Selten
0,116041,Treibholz- Walwächter,The Passage,GuildhouseItem,Quartier, Walfängerei ,Produktion(25%) Unterhaltskosten(25%) ,Expedition: Jagdglück (15) ,Ungewöhnlich
0,116152,"Toklo, der Fallensteller",The Passage,GuildhouseItem,Quartier, Walfängerei  Robbenfängerei  Rentier--Jagdhütte  Bären--Jagdhütte ,Produktion(40%) Zusatzprodukte:  Gänsefedern(7) ,Expedition: Weiblich Geschick (40) Glaube (20) ,Episch
0,116149,Geschickte Inuit-Jägerin,The Passage,GuildhouseItem,Quartier, Walfängerei  Robbenfängerei  Rentier--Jagdhütte  Bären--Jagdhütte ,Produktion(30%) Unterhaltskosten(-40%) ,Expedition: Weiblich Heilkunst (30) Redegabe (10) ,Selten
0,116146,Inuit-Jägerin,The Passage,GuildhouseItem,Quartier, Walfängerei  Robbenfängerei  Rentier--Jagdhütte  Bären--Jagdhütte ,Arbeitskräfte(-25%) ,Expedition: Weiblich Geschick (20) ,Ungewöhnlich
,,,,,,,,,
,Rathaus Items,,,,,,,,
0,8417,Wachtmeisterin Wahnsinn,New World Rising,GuildhouseItem,Rathaus,  ,Produktion(-50%) Produkt ersetzen(Polizeiausrüstung => Schwere Geschütze) Unterhaltskosten(50%) Personal(4) ,Expedition: Weiblich Redegabe (15) Jagdglück (45) ,Legendär
0,131387,Enbesanischer Feuerbändiger,,GuildhouseItem,Rathaus, Alle Feuerwachen ,Reichweite(20%) ,Expedition: Weiblich Geschick (45) Heilkunst (20) Zoologe ,Episch
0,190656,Brandmeister Mills,,GuildhouseItem,Rathaus, Alle Feuerwachen ,Personal(1) Mobilisierung(-10) ,Expedition: Männlich Heilkunst (20) Kampfkraft (10) ,Episch
0,24054,Gemeinschafts-&lt;br/&gt;garten,,GuildhouseItem,Rathaus, alle Gebäude der Schwerindustrie ,Bedürfnis-Bonus(Fische(-10) Bedürfnis-Bonus(Bananen(-10) Bedürfnis-Bonus(Kaffee(-10) Bedürfnis-Bonus(Rum(-10) Bedürfnis-Bonus(Tortillas(-10) ,,Episch
0,24198,Blühender Stadtbaum,,GuildhouseItem,Rathaus, alle Gebäude der Schwerindustrie ,,,Episch
0,24048,Großer Gemeinschafts-&lt;br/&gt;garten,,GuildhouseItem,Rathaus, alle Gebäude der Schwerindustrie ,Bedürfnis-Bonus(Fische(-20) Bedürfnis-Bonus(Bananen(-20) Bedürfnis-Bonus(Kaffee(-20) Bedürfnis-Bonus(Rum(-20) Bedürfnis-Bonus(Tortillas(-20) ,,Legendär
0,24086,Recyclingexpertin,,GuildhouseItem,Rathaus, alle Gebäude der Schwerindustrie ,Bedürfnis-Bonus(Arbeitskleidung(-20) Bedürfnis-Bonus(Melonen(-20) Bedürfnis-Bonus(Eisen(-20) ,,Legendär
0,24082,Recyclingspezialist,,GuildhouseItem,Rathaus, alle Gebäude der Schwerindustrie ,Bedürfnis-Bonus(Arbeitskleidung(-10) Bedürfnis-Bonus(Melonen(-10) Bedürfnis-Bonus(Eisen(-10) ,,Selten
0,24199,Stadtbaum,,GuildhouseItem,Rathaus, alle Gebäude der Schwerindustrie ,,,Selten
